Orthogroup	antismash	busco	CARD	cazy	led	MEROPS	Pfam	virulence
OG0001881	False	False	False	False	False	False	True	False
OG0001882	True	False	False	False	False	False	True	False
OG0001883	True	False	False	False	False	True	True	True
OG0001884	True	False	False	False	False	False	NA	False
OG0001885	True	True	False	False	False	False	True	False
OG0001886	False	True	False	False	False	False	True	False
OG0001887	False	True	False	False	False	True	True	False
OG0001888	False	False	False	False	False	False	True	True
OG0001889	True	False	False	False	False	False	True	True
OG0001890	True	True	False	True	False	False	True	False
OG0001891	True	False	True	False	False	False	True	False
OG0001892	True	True	False	False	False	False	True	False
OG0001893	True	True	False	False	False	False	True	True
OG0001894	True	True	False	False	True	False	True	False
OG0001895	False	False	False	False	False	False	True	False
OG0001896	True	True	False	False	False	False	True	False
OG0001897	False	False	False	False	False	False	True	True
OG0001898	False	True	False	False	False	False	True	False
OG0001899	False	False	False	False	True	True	True	False
OG0001900	False	False	False	False	False	False	True	False
OG0001901	False	True	False	False	False	False	True	False
OG0001902	False	True	False	False	False	False	True	False
OG0001903	False	True	False	False	False	False	True	False
OG0001904	False	True	False	False	False	False	True	False
OG0001905	False	False	False	False	False	False	True	False
OG0001906	False	True	False	False	False	False	True	False
OG0001907	False	False	False	False	False	False	True	True
OG0001908	False	True	False	False	False	False	NA	False
OG0001909	False	False	False	False	False	False	True	False
OG0001910	False	True	False	False	False	False	True	False
OG0001911	False	True	False	False	False	False	True	False
OG0001912	False	False	False	False	False	True	True	False
OG0001913	False	True	False	False	False	False	True	False
OG0001914	False	False	False	False	False	True	True	False
OG0001915	False	True	False	False	False	False	True	False
OG0001916	False	True	False	False	False	False	True	True
OG0001917	True	False	False	False	True	False	True	False
OG0001918	True	True	False	False	False	False	True	False
OG0001919	False	True	False	False	False	False	True	True
OG0001920	False	False	False	False	False	False	True	False
OG0001921	False	False	False	False	False	False	True	False
OG0001922	False	False	False	False	True	False	True	False
OG0001923	True	False	False	False	False	False	True	False
OG0001924	True	False	False	False	False	False	True	False
OG0001925	True	True	False	False	False	False	True	False
OG0001926	True	False	False	False	False	False	True	False
OG0001927	True	True	False	False	False	False	True	False
OG0001928	False	True	False	True	False	False	True	True
OG0001929	True	True	False	False	True	False	True	False
OG0001930	True	True	False	False	False	False	True	False
OG0001931	True	True	False	False	False	False	True	False
OG0001932	False	False	False	False	False	False	True	True
OG0001933	True	False	False	False	False	False	True	False
OG0001934	False	False	False	False	True	False	True	False
OG0001935	False	False	False	False	True	False	NA	False
OG0001936	True	False	False	False	False	False	True	True
OG0001937	False	True	False	False	False	False	True	False
OG0001938	False	False	False	False	False	False	True	False
OG0001939	False	True	False	False	True	False	True	True
OG0001940	False	True	False	False	False	False	True	False
OG0001941	False	False	False	False	False	True	True	True
OG0001942	False	True	False	False	False	False	True	True
OG0001943	False	False	False	False	False	False	True	False
OG0001944	False	True	False	False	False	False	True	False
OG0001945	False	False	False	False	False	False	True	False
OG0001946	False	True	False	False	False	False	True	True
OG0001947	False	True	True	False	False	False	True	True
OG0001948	False	False	False	False	False	False	True	False
OG0001949	False	True	False	False	False	False	True	False
OG0001950	False	False	False	False	True	False	True	True
OG0001951	True	True	False	False	False	False	True	True
OG0001952	False	True	False	False	False	False	True	True
OG0001953	False	True	False	False	False	False	True	True
OG0001954	False	False	False	False	False	True	True	False
OG0001955	False	True	False	False	False	False	True	False
OG0001956	False	True	False	True	True	False	True	False
OG0001957	False	False	False	False	False	True	True	False
OG0001958	False	False	False	False	False	False	True	False
OG0001959	False	True	False	False	False	False	True	False
OG0001960	False	True	False	False	False	False	True	False
OG0001961	False	True	False	False	False	False	True	False
OG0001962	True	True	False	False	False	True	True	True
OG0001963	True	True	False	False	False	False	True	False
OG0001964	False	False	False	False	False	False	True	False
OG0001965	True	True	False	False	False	False	True	False
OG0001966	False	True	False	False	False	False	True	False
OG0001967	False	True	False	False	False	False	True	False
OG0001968	False	True	False	False	False	False	True	True
OG0001969	False	False	False	False	False	False	True	False
OG0001970	False	False	False	False	False	False	NA	False
OG0001971	False	True	False	False	False	False	True	True
OG0001972	False	True	False	False	False	False	True	False
OG0001973	False	False	False	False	True	True	True	False
OG0001974	False	True	False	False	False	True	True	False
OG0001975	False	False	False	False	False	False	True	False
OG0001976	True	False	False	False	False	False	True	False
OG0001977	True	True	False	False	False	False	True	False
OG0001978	True	True	False	True	False	False	True	False
OG0001979	True	False	False	False	False	False	True	False
OG0001980	True	True	False	False	False	False	True	False
OG0001981	True	True	False	False	False	False	True	False
OG0001982	True	False	False	False	True	False	True	False
OG0001983	False	True	False	False	False	True	True	False
OG0001984	False	False	False	False	False	False	True	False
OG0001985	False	False	False	False	False	False	True	False
OG0001986	False	False	False	False	False	False	True	False
OG0001987	False	False	False	False	True	True	True	True
OG0001988	False	True	False	False	False	False	True	False
OG0001989	False	False	False	False	False	False	NA	False
OG0001990	False	False	False	False	False	False	True	False
OG0001991	True	False	False	False	False	False	NA	False
OG0001992	False	False	False	True	False	False	True	True
OG0001993	True	False	False	False	False	False	True	False
OG0001994	False	True	False	False	False	False	True	True
OG0001995	False	False	False	False	False	False	True	True
OG0001996	False	False	False	False	False	False	True	False
OG0001997	True	False	False	False	False	False	True	False
OG0001998	True	False	False	False	False	False	True	False
OG0001999	True	True	False	False	False	False	True	False
OG0002000	False	False	False	False	False	False	NA	False
OG0002001	False	True	False	False	False	False	True	False
OG0002002	False	True	False	False	True	False	True	False
OG0002003	False	False	False	False	False	False	True	False
OG0002004	False	True	True	False	False	True	True	False
OG0002005	False	False	False	True	False	False	True	False
OG0002006	False	True	False	False	False	False	True	False
OG0002007	False	True	False	True	False	False	True	False
OG0002008	True	False	False	False	True	True	True	False
OG0002009	False	False	False	False	True	False	True	False
OG0002010	False	False	False	False	False	False	True	False
OG0002011	False	False	True	False	False	False	True	False
OG0002012	True	True	False	False	False	False	True	True
OG0002013	False	False	False	True	True	False	True	True
OG0002014	False	False	False	False	False	False	True	True
OG0002015	False	False	False	False	False	False	True	True
OG0002016	False	False	False	True	True	False	True	True
OG0002017	True	False	True	True	False	False	True	True
OG0002018	False	True	False	False	False	False	True	False
OG0002019	False	True	False	False	True	False	True	False
OG0002020	False	True	False	False	False	False	True	False
OG0002021	False	False	False	False	False	False	True	False
OG0002022	False	False	False	False	False	False	NA	False
OG0002023	False	True	False	False	False	False	True	False
OG0002024	False	True	False	False	False	False	True	True
OG0002025	False	False	False	False	False	False	True	False
OG0002026	False	False	False	False	False	False	True	False
OG0002027	False	False	True	False	True	False	True	True
OG0002028	False	True	False	False	True	False	True	True
OG0002029	False	False	False	False	False	False	True	True
OG0002030	False	False	False	True	False	False	NA	False
OG0002031	False	False	False	False	True	False	True	False
OG0002032	False	False	False	False	False	False	True	False
OG0002033	False	False	False	False	False	False	True	False
OG0002034	False	True	False	False	False	False	True	False
OG0002035	False	False	False	False	False	False	True	False
OG0002036	False	True	False	False	False	False	True	False
OG0002037	False	True	False	False	False	False	True	False
OG0002038	False	False	False	False	False	False	NA	False
OG0002039	False	True	False	False	False	False	True	False
OG0002040	False	True	False	False	False	False	True	False
OG0002041	True	True	False	False	False	True	True	True
OG0002042	False	True	False	False	False	False	True	False
OG0002043	False	False	False	False	False	False	True	False
OG0002044	True	True	False	False	False	True	True	False
OG0002045	False	False	False	False	False	False	True	False
OG0002046	True	False	False	False	False	False	NA	False
OG0002047	False	False	False	False	False	False	True	True
OG0002048	False	True	True	False	False	False	True	True
OG0002049	False	False	False	False	False	True	True	False
OG0002050	False	False	False	False	False	True	True	True
OG0002051	False	False	False	False	True	False	True	True
OG0002052	False	False	False	False	False	False	True	False
OG0002053	True	True	False	False	False	False	True	True
OG0002054	True	False	False	False	False	False	True	False
OG0002055	True	False	False	False	False	False	NA	False
OG0002056	False	False	False	False	False	False	True	False
OG0002057	False	False	False	False	False	False	True	False
OG0002058	False	False	False	False	False	False	True	False
OG0002059	False	False	False	False	False	False	True	True
OG0002060	False	True	False	False	False	False	True	False
OG0002061	False	True	False	False	False	False	True	False
OG0002062	False	False	False	False	False	False	True	False
OG0002063	False	False	False	False	False	False	True	False
OG0002064	False	False	False	True	False	False	True	False
OG0002065	False	False	False	False	False	False	True	False
OG0002066	False	True	False	False	False	False	True	True
OG0002067	False	False	False	False	False	False	True	False
OG0002068	False	False	False	False	False	False	True	False
OG0002069	False	False	False	False	False	False	NA	False
OG0002070	False	False	False	True	False	False	True	False
OG0002071	False	False	False	False	False	False	True	False
OG0002072	False	True	False	False	False	False	True	False
OG0002073	False	True	False	False	False	True	True	True
OG0002074	False	False	False	False	False	False	True	False
OG0002075	False	True	False	False	False	False	NA	False
OG0002076	False	True	False	False	False	True	True	True
OG0002077	True	False	False	False	False	False	True	False
OG0002078	True	False	False	False	False	False	True	False
OG0002079	False	False	False	False	False	True	True	False
OG0002080	False	True	False	False	False	False	True	False
OG0002081	False	True	False	False	False	False	True	True
OG0002082	False	False	False	False	False	False	True	False
OG0002083	False	True	False	False	False	True	True	False
OG0002084	False	True	False	False	False	False	True	False
OG0002085	False	False	False	False	False	False	True	True
OG0002086	True	False	False	False	True	False	True	False
OG0002087	False	False	False	False	False	False	NA	False
OG0002088	False	True	False	False	False	False	True	False
OG0002089	False	True	False	False	False	False	True	False
OG0002090	False	True	False	False	False	False	True	True
OG0002091	False	True	False	False	False	False	True	False
OG0002092	True	True	False	False	False	False	True	False
OG0002093	False	False	False	False	False	False	True	False
OG0002094	False	False	False	False	False	False	True	False
OG0002095	False	True	False	False	False	False	True	False
OG0002096	False	False	False	False	False	False	True	False
OG0002097	False	True	False	False	True	False	True	True
OG0002098	True	False	False	False	True	True	True	False
OG0002099	False	False	False	False	True	True	True	False
OG0002100	False	True	False	False	False	False	True	True
OG0002101	True	True	False	False	False	False	True	False
OG0002102	True	False	False	False	False	False	True	False
OG0002103	True	False	False	False	True	True	True	True
OG0002104	False	True	False	False	False	False	True	False
OG0002105	False	True	False	False	True	False	True	False
OG0002106	False	False	False	False	False	False	True	False
OG0002107	True	False	False	False	False	False	True	True
OG0002108	False	True	False	False	False	True	True	False
OG0002109	False	False	False	False	False	False	True	False
OG0002110	False	False	False	False	False	False	True	True
OG0002111	False	False	False	False	False	False	NA	False
OG0002112	False	False	False	False	False	False	True	False
OG0002113	False	False	False	False	False	True	True	False
OG0002114	False	False	False	False	False	False	True	False
OG0002115	False	False	False	False	False	False	NA	False
OG0002116	False	False	False	False	False	False	NA	False
OG0002117	False	False	False	True	False	False	True	False
OG0002118	False	True	False	False	True	False	True	False
OG0002119	False	False	False	False	False	False	True	False
OG0002120	False	True	True	False	False	False	True	True
OG0002121	False	False	False	False	False	False	True	False
OG0002122	False	True	False	False	False	False	True	False
OG0002123	False	True	False	False	False	False	True	True
OG0002124	False	False	False	False	False	False	True	False
OG0002125	False	True	False	False	False	False	True	False
OG0002126	False	False	False	False	False	False	True	False
OG0002127	True	False	False	False	False	False	True	False
OG0002128	True	True	False	False	False	False	True	True
OG0002129	True	False	False	False	False	False	NA	False
OG0002130	False	False	False	True	False	False	True	False
OG0002131	False	False	False	True	False	False	True	False
OG0002132	False	False	False	False	False	False	True	False
OG0002133	False	True	False	False	False	False	True	False
OG0002134	False	True	False	False	False	False	True	False
OG0002135	False	False	False	True	False	False	True	False
OG0002136	False	False	False	False	True	False	NA	False
OG0002137	True	True	False	False	False	False	True	False
OG0002138	True	True	False	False	False	False	True	False
OG0002139	False	True	False	False	False	False	True	False
OG0002140	True	True	False	False	False	False	True	False
OG0002141	True	False	False	False	False	False	True	False
OG0002142	False	True	False	False	True	False	True	False
OG0002143	False	False	True	False	False	False	True	True
OG0002144	False	True	False	False	False	False	True	False
OG0002145	False	True	False	False	False	False	True	False
OG0002146	False	False	False	False	False	False	True	True
OG0002147	False	True	False	False	False	False	True	True
OG0002148	False	True	False	False	False	False	True	False
OG0002149	True	False	False	False	False	False	True	False
OG0002150	True	True	False	False	False	False	True	True
OG0002151	True	False	False	False	False	False	NA	False
OG0002152	False	True	False	False	False	False	True	True
OG0002153	False	True	False	False	False	False	True	False
OG0002154	False	True	False	False	False	False	True	False
OG0002155	False	False	False	False	False	False	True	False
OG0002156	False	False	False	True	False	False	True	True
OG0002157	False	True	False	False	False	False	True	False
OG0002158	False	False	False	False	False	False	True	False
OG0002159	False	False	False	False	False	False	True	False
OG0002160	True	False	False	False	False	False	True	False
OG0002161	True	False	False	False	False	False	True	False
OG0002162	False	True	False	False	False	False	True	False
OG0002163	False	False	False	False	False	False	True	True
OG0002164	True	True	False	False	False	False	True	False
OG0002165	True	False	False	False	False	False	True	False
OG0002166	False	True	False	False	False	False	True	False
OG0002167	False	True	False	False	False	False	True	False
OG0002168	True	True	False	True	False	False	True	False
OG0002169	True	True	False	False	False	False	True	False
OG0002170	False	False	False	False	False	False	True	False
OG0002171	False	True	False	False	False	False	True	False
OG0002172	False	False	False	False	False	False	NA	False
OG0002173	False	True	False	False	False	False	True	True
OG0002174	False	True	False	False	True	False	True	False
OG0002175	True	False	False	False	False	False	NA	False
OG0002176	False	False	False	False	False	False	True	False
OG0002177	True	False	False	False	False	False	True	False
OG0002178	False	True	False	False	False	True	True	False
OG0002179	False	True	False	False	False	False	True	False
OG0002180	True	True	False	False	False	False	True	False
OG0002181	True	True	False	False	False	True	True	False
OG0002182	False	False	False	False	False	False	NA	False
OG0002183	False	False	False	False	False	False	True	False
OG0002184	True	False	False	False	False	False	True	False
OG0002185	True	True	False	False	False	False	True	False
OG0002186	True	True	False	False	True	False	True	False
OG0002187	False	False	False	False	False	False	True	True
OG0002188	True	False	False	False	False	False	True	False
OG0002189	True	True	False	False	False	True	True	False
OG0002190	True	False	False	False	False	False	NA	False
OG0002191	True	False	False	False	False	False	True	False
OG0002192	True	False	False	False	False	False	True	False
OG0002193	True	True	False	True	False	False	True	False
OG0002194	True	False	False	False	False	False	True	False
OG0002195	True	False	False	False	False	False	True	True
OG0002196	True	True	False	False	False	False	True	False
OG0002197	True	False	False	False	False	False	NA	False
OG0002198	True	False	False	False	False	False	NA	False
OG0002199	True	True	False	False	False	False	True	False
OG0002200	False	True	False	False	False	True	True	False
OG0002201	False	False	False	False	False	False	True	False
OG0002202	False	True	False	False	False	False	NA	False
OG0002203	False	False	False	False	False	True	True	True
OG0002204	False	True	False	False	False	False	True	False
OG0002205	False	True	False	False	False	False	True	True
OG0002206	False	True	False	False	False	False	True	True
OG0002207	False	True	False	False	False	False	True	True
OG0002208	False	False	False	False	False	True	True	False
OG0002209	False	True	False	False	False	False	True	True
OG0002210	False	False	False	False	False	False	True	False
OG0002211	True	False	False	False	False	False	True	False
OG0002212	False	False	False	False	False	False	NA	False
OG0002213	False	False	False	False	False	False	True	False
OG0002214	False	False	False	False	True	False	True	False
OG0002215	True	True	False	False	False	False	True	False
OG0002216	False	False	False	False	False	False	True	False
OG0002217	False	True	False	False	False	False	True	False
OG0002218	False	True	False	False	False	False	True	True
OG0002219	False	True	False	False	False	False	True	False
OG0002220	False	False	False	True	True	False	True	True
OG0002221	True	False	False	False	False	False	True	True
OG0002222	False	False	False	False	True	False	True	True
OG0002223	False	True	False	False	False	False	True	False
OG0002224	True	False	False	False	False	False	True	False
OG0002225	True	True	False	False	False	False	True	False
OG0002226	True	False	False	False	False	False	True	False
OG0002227	False	True	False	False	False	False	True	False
OG0002228	True	True	False	False	False	False	True	False
OG0002229	False	False	False	False	False	False	True	False
OG0002230	False	True	False	False	False	False	True	False
OG0002231	True	False	False	False	True	False	True	False
OG0002232	True	True	False	False	False	False	True	False
OG0002233	True	False	False	False	False	False	True	False
OG0002234	True	False	False	False	False	False	True	True
OG0002235	True	False	False	False	False	False	True	False
OG0002236	True	False	False	False	False	False	True	False
OG0002237	True	False	False	False	False	False	True	False
OG0002238	False	False	False	False	False	False	True	True
OG0002239	False	True	False	False	False	False	True	False
OG0002240	False	False	False	False	False	False	True	False
OG0002241	False	True	False	False	False	False	True	False
OG0002242	False	True	False	False	False	False	True	False
OG0002243	False	False	False	False	False	False	NA	False
OG0002244	False	False	False	False	False	False	True	False
OG0002245	False	True	False	False	False	False	True	False
OG0002246	False	False	False	False	False	False	True	False
OG0002247	False	True	False	False	False	False	True	False
OG0002248	False	True	False	False	True	False	True	False
OG0002249	False	False	False	False	True	False	True	False
OG0002250	False	False	False	False	False	False	NA	False
OG0002251	False	True	False	False	True	False	True	False
OG0002252	False	False	False	False	False	False	NA	False
OG0002253	False	True	False	True	False	False	True	False
OG0002254	False	True	False	False	False	False	True	False
OG0002255	False	False	False	False	False	False	True	False
OG0002256	True	False	False	False	False	False	True	False
OG0002257	True	False	False	True	True	True	True	False
OG0002258	True	True	False	False	True	False	True	False
OG0002259	True	False	False	False	True	True	True	True
OG0002260	False	True	False	False	False	False	True	False
OG0002261	False	True	False	False	False	False	True	False
OG0002262	False	False	False	False	False	False	True	False
OG0002263	False	False	False	False	False	True	True	True
OG0002264	False	True	False	False	False	False	True	False
OG0002265	False	False	False	False	False	False	True	True
OG0002266	True	True	False	False	False	False	True	False
OG0002267	True	True	False	False	False	False	True	False
OG0002268	True	False	False	False	False	False	True	True
OG0002269	False	True	False	False	False	False	True	True
OG0002270	True	True	False	False	False	False	True	False
OG0002271	False	True	True	True	False	True	True	False
OG0002272	False	False	False	False	False	False	NA	False
OG0002273	False	False	False	False	False	False	NA	False
OG0002274	False	False	False	False	False	False	NA	False
OG0002275	False	False	False	False	False	False	True	False
OG0002276	False	False	False	False	False	False	True	True
OG0002277	False	True	False	False	False	False	True	False
OG0002278	False	True	False	False	False	False	True	False
OG0002279	False	False	False	False	False	False	True	True
OG0002280	False	True	False	False	False	False	True	True
OG0002281	False	False	False	False	False	False	True	False
OG0002282	False	True	False	False	False	False	True	False
OG0002283	True	True	False	False	False	False	True	False
OG0002284	True	True	False	False	False	False	True	False
OG0002285	True	True	False	False	True	False	True	False
OG0002286	False	False	False	False	True	False	True	False
OG0002287	False	False	False	False	False	False	True	False
OG0002288	False	False	False	False	False	False	True	False
OG0002289	False	False	False	False	False	True	True	True
OG0002290	False	True	False	False	False	False	True	False
OG0002291	False	False	False	False	False	False	True	True
OG0002292	False	False	False	False	False	False	True	True
OG0002293	False	True	False	False	False	False	True	False
OG0002294	False	False	False	False	False	False	NA	False
OG0002295	False	False	True	False	True	False	True	False
OG0002296	False	False	True	False	False	False	True	False
OG0002297	False	False	False	False	False	False	True	True
OG0002298	False	False	False	False	False	False	True	False
OG0002299	False	False	False	False	False	False	True	False
OG0002300	False	False	False	False	False	False	NA	False
OG0002301	False	False	False	True	False	False	True	False
OG0002302	False	True	False	False	False	False	True	False
OG0002303	False	False	False	False	True	False	True	True
OG0002304	False	False	False	False	False	False	True	False
OG0002305	False	True	False	False	False	False	True	True
OG0002306	False	False	False	False	True	False	True	False
OG0002307	False	False	False	False	False	False	True	True
OG0002308	True	False	False	False	False	False	True	False
OG0002309	True	False	False	False	False	True	True	False
OG0002310	True	False	False	False	False	False	True	False
OG0002311	True	False	False	False	False	False	True	False
OG0002312	False	False	False	False	True	True	True	False
OG0002313	False	False	False	False	False	False	True	False
OG0002314	False	False	False	False	False	False	True	False
OG0002315	False	False	False	False	False	False	True	True
OG0002316	False	True	False	False	False	False	True	False
OG0002317	False	False	False	False	False	False	NA	True
OG0002318	False	False	False	False	False	False	True	False
OG0002319	False	False	False	False	False	False	True	True
OG0002320	True	False	False	False	False	True	True	False
OG0002321	False	False	False	False	False	False	True	False
OG0002322	True	False	False	False	False	False	True	True
OG0002323	False	False	False	False	False	False	NA	False
OG0002324	False	False	False	False	False	False	True	False
OG0002325	False	True	False	False	False	False	True	False
OG0002326	False	True	False	False	False	False	True	False
OG0002327	False	True	False	False	False	False	True	False
OG0002328	False	False	False	False	True	False	NA	False
OG0002329	False	False	False	False	False	False	True	False
OG0002330	False	False	True	False	False	False	True	True
OG0002331	False	True	False	False	True	False	True	False
OG0002332	False	False	False	False	True	False	True	False
OG0002333	False	True	False	False	False	False	True	False
OG0002334	False	False	False	False	False	False	True	False
OG0002335	False	False	False	False	False	False	True	False
OG0002336	False	False	False	False	False	False	True	False
OG0002337	False	True	False	False	False	False	True	True
OG0002338	False	True	False	False	False	False	True	False
OG0002339	True	False	False	False	False	False	NA	False
OG0002340	False	True	False	False	False	False	True	False
OG0002341	True	False	False	False	False	False	NA	False
OG0002342	False	False	False	False	False	False	True	True
OG0002343	False	True	False	False	False	False	NA	False
OG0002344	False	False	False	False	False	False	NA	False
OG0002345	False	False	False	False	True	False	True	True
OG0002346	False	False	False	False	False	False	True	True
OG0002347	False	False	True	False	False	False	True	True
OG0002348	False	False	False	True	False	False	True	False
OG0002349	False	False	False	False	True	False	True	False
OG0002350	False	False	False	False	False	False	True	False
OG0002351	False	True	False	False	False	False	True	False
OG0002352	False	True	False	False	False	False	True	False
OG0002353	False	True	False	False	False	False	True	False
OG0002354	False	True	False	False	False	False	True	True
OG0002355	False	False	False	False	False	False	NA	False
OG0002356	False	False	False	False	False	False	True	True
OG0002357	False	False	False	False	True	False	True	True
OG0002358	False	True	False	False	False	False	True	False
OG0002359	False	False	False	False	False	False	True	False
OG0002360	False	True	False	False	False	False	True	True
OG0002361	False	False	False	False	False	False	True	False
OG0002362	False	True	False	False	False	True	True	True
OG0002363	False	False	False	False	False	False	True	True
OG0002364	False	False	False	False	False	False	True	True
OG0002365	False	False	False	False	False	False	True	False
OG0002366	False	True	False	False	False	True	True	False
OG0002367	False	True	False	False	False	False	True	False
OG0002368	False	False	False	False	False	False	True	False
OG0002369	False	True	False	False	False	False	True	False
OG0002370	False	False	False	False	False	False	True	False
OG0002371	False	True	False	True	False	True	True	False
OG0002372	False	False	False	False	False	False	True	False
OG0002373	False	True	False	False	False	False	True	False
OG0002374	False	False	False	True	False	False	NA	True
OG0002375	False	False	False	False	False	False	True	True
OG0002376	False	False	False	False	False	False	True	False
OG0002377	False	True	False	False	False	False	True	True
OG0002378	False	True	False	False	False	False	True	False
OG0002379	False	True	False	False	False	False	True	False
OG0002380	False	True	False	False	False	False	True	False
OG0002381	False	True	False	False	False	False	True	False
OG0002382	False	False	False	False	False	False	True	False
OG0002383	True	True	True	False	False	False	True	False
OG0002384	False	False	False	False	False	False	True	False
OG0002385	False	False	False	False	False	False	NA	False
OG0002386	False	False	False	False	False	False	True	False
OG0002387	False	False	False	False	False	False	NA	False
OG0002388	False	True	False	False	False	False	True	False
OG0002389	False	False	False	False	False	False	True	False
OG0002390	False	False	True	False	False	False	True	False
OG0002391	False	False	False	False	False	False	True	False
OG0002392	False	False	False	False	False	False	True	False
OG0002393	False	False	False	False	False	True	True	False
OG0002394	False	False	False	False	False	False	True	True
OG0002395	False	False	False	False	False	True	True	False
OG0002396	False	False	False	False	False	False	True	False
OG0002397	False	False	False	False	False	False	True	False
OG0002398	False	False	False	False	False	False	True	False
OG0002399	False	False	False	False	False	False	True	True
OG0002400	False	True	False	False	False	False	True	False
OG0002401	False	False	False	False	False	False	True	False
OG0002402	False	False	False	False	False	False	True	False
OG0002403	True	False	False	False	False	False	True	False
OG0002404	True	True	False	False	False	False	True	False
OG0002405	True	False	False	False	False	False	True	False
OG0002406	False	False	False	False	False	False	True	False
OG0002407	False	False	False	False	False	False	True	False
OG0002408	False	True	False	False	False	False	True	False
OG0002409	False	False	False	False	False	False	NA	False
OG0002410	False	False	False	False	False	False	True	False
OG0002411	False	False	False	False	False	False	True	False
OG0002412	False	False	False	False	False	False	True	False
OG0002413	False	True	False	False	False	True	True	False
OG0002414	False	False	False	False	True	False	NA	False
OG0002415	False	True	False	False	False	True	True	False
OG0002416	False	False	False	False	False	False	True	False
OG0002417	False	False	False	False	False	False	NA	False
OG0002418	False	True	False	False	False	False	True	False
OG0002419	False	False	True	False	False	False	True	True
OG0002420	False	False	False	False	False	False	True	False
OG0002421	False	True	False	False	False	False	True	False
OG0002422	False	True	False	False	False	False	True	False
OG0002423	False	True	False	False	False	False	True	False
OG0002424	False	False	True	True	False	False	True	True
OG0002425	False	False	False	False	False	False	NA	False
OG0002426	True	False	False	False	False	False	True	False
OG0002427	True	True	False	False	False	False	True	False
OG0002428	False	True	False	False	False	False	True	False
OG0002429	True	True	False	False	False	False	True	False
OG0002430	False	True	False	False	False	False	True	False
OG0002431	False	False	False	False	False	False	True	False
OG0002432	False	True	False	False	False	False	True	False
OG0002433	False	True	False	False	False	False	True	False
OG0002434	False	False	False	False	False	False	NA	False
OG0002435	True	False	False	False	False	False	True	True
OG0002436	True	False	False	True	True	False	True	False
OG0002437	True	False	False	False	False	False	True	True
OG0002438	True	False	False	False	False	False	True	False
OG0002439	True	False	False	False	False	False	True	False
OG0002440	False	False	False	False	False	False	True	False
OG0002441	True	False	False	False	False	False	NA	False
OG0002442	True	False	False	False	False	False	True	False
OG0002443	False	True	False	False	False	False	True	False
OG0002444	False	True	False	False	False	False	True	False
OG0002445	False	False	False	False	False	False	True	False
OG0002446	False	False	False	False	False	True	True	False
OG0002447	False	False	False	True	False	False	True	True
OG0002448	True	False	False	False	False	False	True	False
OG0002449	False	True	False	False	False	False	True	False
OG0002450	False	False	False	False	False	False	True	False
OG0002451	False	True	False	False	False	False	True	False
OG0002452	False	False	False	False	False	False	NA	False
OG0002453	False	False	False	False	False	False	True	False
OG0002454	False	False	False	True	False	True	True	False
OG0002455	False	True	False	False	False	False	True	False
OG0002456	False	False	False	False	False	False	True	True
OG0002457	False	True	False	False	False	False	True	False
OG0002458	False	False	False	False	False	False	NA	False
OG0002459	False	False	False	False	False	False	True	False
OG0002460	False	False	True	False	False	False	True	False
OG0002461	False	False	False	False	False	False	True	False
OG0002462	False	True	False	False	False	True	True	False
OG0002463	False	False	False	False	False	True	True	False
OG0002464	False	False	False	False	False	False	True	True
OG0002465	False	False	False	False	False	False	True	True
OG0002466	False	False	False	False	False	False	NA	False
OG0002467	False	True	False	False	False	True	True	True
OG0002468	False	True	False	False	False	False	True	False
OG0002469	False	False	False	False	False	False	True	False
OG0002470	False	False	False	False	False	False	True	False
OG0002471	False	True	False	False	False	True	True	True
OG0002472	False	True	False	False	False	False	True	False
OG0002473	False	True	False	False	False	False	True	True
OG0002474	False	False	False	False	False	False	True	False
OG0002475	False	False	False	False	False	False	True	False
OG0002476	False	False	False	False	True	False	True	False
OG0002477	False	False	False	False	False	False	True	True
OG0002478	False	False	False	False	False	False	True	False
OG0002479	False	False	False	False	False	False	True	False
OG0002480	False	False	False	False	False	False	True	False
OG0002481	False	True	False	False	False	False	True	False
OG0002482	False	False	False	False	False	False	True	False
OG0002483	False	False	False	False	False	False	True	True
OG0002484	False	True	False	False	False	True	True	True
OG0002485	False	False	False	False	True	False	True	False
OG0002486	False	False	False	False	False	False	True	False
OG0002487	False	False	False	False	True	False	NA	False
OG0002488	False	True	False	False	False	False	True	False
OG0002489	False	False	False	False	False	False	True	False
OG0002490	False	False	False	False	False	False	True	False
OG0002491	True	False	False	False	False	False	NA	False
OG0002492	True	False	False	False	False	False	True	False
OG0002493	True	True	False	False	False	False	True	True
OG0002494	True	True	False	False	False	False	True	False
OG0002495	True	True	False	False	False	False	True	True
OG0002496	True	False	False	False	False	False	NA	False
OG0002497	True	False	False	False	False	False	True	True
OG0002498	True	True	False	False	False	False	True	False
OG0002499	True	False	False	False	False	False	True	True
OG0002500	True	True	False	False	False	False	True	True
OG0002501	False	False	False	False	False	False	True	True
OG0002502	False	False	False	False	False	False	True	True
OG0002503	False	False	False	True	False	False	True	True
OG0002504	False	True	False	False	False	True	True	True
OG0002505	False	False	False	False	True	True	True	True
OG0002506	False	False	False	False	False	False	True	False
OG0002507	False	False	False	False	False	False	True	False
OG0002508	False	True	False	False	False	False	NA	False
OG0002509	False	False	False	False	False	False	True	True
OG0002510	False	True	True	True	False	True	True	False
OG0002511	True	False	False	False	False	False	True	False
