Orthogroup	antismash	busco	CARD	cazy	led	MEROPS	Pfam	virulence
OG0000293	False	False	False	False	False	False	True	False
OG0000294	False	False	True	False	False	False	True	True
OG0000295	False	False	False	True	True	False	True	False
OG0000296	True	False	True	False	False	False	True	True
OG0000297	True	False	False	False	False	True	True	False
OG0000298	True	False	True	False	False	False	True	False
OG0000299	False	False	False	False	False	False	True	False
OG0000300	False	False	False	True	False	False	True	True
OG0000301	False	False	False	True	False	False	True	False
OG0000302	False	False	False	False	True	True	True	False
OG0000303	False	False	False	False	False	False	NA	False
OG0000304	False	True	False	False	False	True	True	True
OG0000305	False	False	False	False	False	False	True	True
OG0000306	False	False	False	False	False	False	True	False
OG0000307	False	False	False	False	False	False	True	True
OG0000308	False	False	False	False	False	False	True	True
OG0000309	False	False	False	False	True	False	NA	False
OG0000310	False	True	False	False	True	False	True	False
OG0000311	False	False	False	False	False	False	True	False
OG0000312	False	False	False	False	False	False	True	True
OG0000313	False	False	False	False	True	False	True	False
OG0000314	False	False	False	False	False	False	True	True
OG0000315	True	False	False	True	False	False	True	True
OG0000316	True	False	False	False	False	False	NA	False
OG0000317	True	False	False	True	True	False	True	True
OG0000318	True	False	False	True	False	True	True	True
OG0000319	True	False	False	False	False	False	True	False
OG0000320	False	False	False	False	False	False	True	False
OG0000321	False	False	False	False	False	False	True	False
OG0000322	True	False	False	True	False	False	True	False
OG0000323	False	False	False	False	False	False	True	False
OG0000324	False	True	False	False	False	False	True	False
OG0000325	False	False	False	True	False	False	True	True
OG0000326	False	False	False	False	False	False	True	False
OG0000327	False	False	False	False	True	False	True	False
OG0000328	True	False	False	False	False	False	True	False
OG0000329	True	False	False	False	False	False	True	False
OG0000330	False	False	False	True	True	False	True	False
OG0000331	False	False	False	False	False	False	NA	False
OG0000332	False	False	False	False	True	False	True	False
OG0000333	False	False	False	False	True	False	True	False
OG0000334	True	False	True	False	False	False	True	False
OG0000335	True	False	False	False	False	False	True	False
OG0000336	True	False	False	False	False	False	True	False
OG0000337	False	False	True	False	False	False	True	True
OG0000338	False	True	False	False	False	True	True	False
OG0000339	True	False	False	False	False	False	True	False
OG0000340	False	False	False	False	False	False	True	False
OG0000341	False	False	False	False	True	False	True	False
OG0000342	False	False	False	False	True	False	True	False
OG0000343	True	False	False	True	True	False	True	True
OG0000344	False	False	False	False	True	False	NA	False
OG0000345	True	False	False	False	False	False	NA	False
OG0000346	False	False	False	False	False	False	True	False
OG0000347	False	False	False	False	False	False	True	False
OG0000348	False	False	True	False	False	True	True	True
OG0000349	True	False	False	False	False	False	True	False
OG0000350	False	False	False	True	True	False	True	False
OG0000351	False	False	False	False	True	False	True	False
OG0000352	True	False	False	False	True	False	True	False
OG0000353	False	False	False	False	False	False	True	False
OG0000354	False	False	False	False	False	False	NA	False
OG0000355	False	False	False	False	False	False	True	True
OG0000356	False	False	False	False	False	False	True	True
OG0000357	False	False	False	False	False	True	True	False
OG0000358	True	False	False	False	False	False	True	True
OG0000359	True	False	True	False	False	False	True	True
OG0000360	True	False	False	False	False	False	True	False
OG0000361	False	False	False	False	False	False	True	False
OG0000362	True	False	True	False	False	False	True	True
OG0000363	False	False	False	False	False	False	True	False
OG0000364	False	True	False	False	False	False	True	False
OG0000365	True	False	False	True	True	False	True	False
OG0000366	True	False	False	False	False	True	True	False
OG0000367	True	False	False	False	False	False	True	True
OG0000368	True	False	True	False	False	False	True	True
OG0000369	True	False	False	False	False	False	True	True
OG0000370	False	False	False	False	False	False	NA	False
OG0000371	False	False	False	False	False	False	True	False
OG0000372	True	False	False	False	False	False	True	False
OG0000373	False	False	False	False	False	False	True	False
OG0000374	False	True	False	False	False	False	True	False
OG0000375	False	True	False	False	False	False	True	False
OG0000376	False	False	True	False	False	False	True	True
OG0000377	False	False	False	False	False	False	True	True
OG0000378	False	False	False	False	True	False	True	False
OG0000379	True	False	False	False	False	False	True	False
OG0000380	False	False	False	False	False	False	True	True
OG0000381	False	False	False	False	False	False	True	False
OG0000382	False	True	False	False	False	False	True	True
OG0000383	False	False	False	True	False	False	True	True
OG0000384	True	False	False	True	True	True	True	False
OG0000385	False	False	False	False	False	False	True	False
OG0000386	False	False	False	False	False	False	True	False
OG0000387	False	False	False	False	False	False	True	False
OG0000388	False	True	False	True	False	False	True	False
OG0000389	False	False	False	True	False	False	True	False
OG0000390	False	False	False	False	True	False	True	True
OG0000391	False	False	False	True	False	False	True	True
OG0000392	False	True	False	False	True	False	True	False
OG0000393	False	False	True	False	False	False	True	True
OG0000394	True	False	False	False	False	False	True	False
OG0000395	False	False	True	False	False	False	True	False
OG0000396	True	False	False	False	True	False	True	False
OG0000397	False	False	False	False	False	False	True	False
OG0000398	True	False	False	False	False	False	True	False
OG0000399	False	False	True	False	False	False	True	True
OG0000400	False	False	False	True	True	False	True	False
OG0000401	False	False	False	False	False	True	True	True
OG0000402	False	False	False	True	False	False	True	False
OG0000403	False	False	False	False	False	False	True	False
OG0000404	False	False	False	False	False	False	NA	False
OG0000405	False	True	False	False	False	False	True	False
OG0000406	True	False	False	False	False	False	True	False
OG0000407	True	False	False	True	False	False	True	True
OG0000408	True	False	False	True	False	False	True	True
OG0000409	True	False	False	False	False	False	True	False
OG0000410	False	False	False	False	False	False	True	False
OG0000411	False	False	False	True	False	False	True	False
OG0000412	False	False	False	False	False	False	True	False
OG0000413	True	False	False	True	False	False	True	False
OG0000414	False	False	False	False	False	False	True	False
OG0000415	False	False	False	False	True	False	NA	False
OG0000416	True	False	False	True	False	False	True	False
OG0000417	False	False	False	False	False	True	True	False
OG0000418	False	True	False	False	False	False	True	False
OG0000419	False	False	False	False	False	False	NA	False
OG0000420	True	False	False	False	False	False	NA	False
OG0000421	False	True	False	False	False	False	True	False
OG0000422	False	False	False	False	False	False	True	False
OG0000423	False	False	False	False	False	False	True	False
OG0000424	False	False	False	False	False	False	True	False
OG0000425	False	False	False	False	False	False	True	False
OG0000426	False	False	False	False	False	False	NA	False
OG0000427	True	False	False	False	False	False	True	False
OG0000428	True	False	True	False	True	False	True	False
OG0000429	False	False	False	False	True	False	True	False
OG0000430	False	False	False	False	False	False	True	False
OG0000431	False	False	False	False	False	False	True	False
OG0000432	False	False	False	False	False	False	NA	True
OG0000433	False	False	False	False	False	False	True	False
OG0000434	True	False	False	False	False	False	True	True
OG0000435	False	False	False	False	True	True	True	False
OG0000436	True	False	False	False	True	True	True	False
OG0000437	False	False	False	False	False	False	True	True
OG0000438	True	False	False	False	False	False	True	False
OG0000439	False	True	False	False	False	False	True	False
OG0000440	True	False	False	False	False	False	True	False
OG0000441	False	False	False	False	False	False	True	False
OG0000442	False	False	True	False	True	False	True	True
OG0000443	False	False	False	False	False	False	True	False
OG0000444	True	False	False	False	True	False	NA	False
OG0000445	True	False	False	False	False	False	True	False
OG0000446	False	False	True	False	False	False	True	True
OG0000447	True	False	False	False	False	False	True	False
OG0000448	False	False	False	False	False	True	True	False
OG0000449	True	False	False	False	False	False	NA	False
OG0000450	True	False	False	True	True	False	True	True
OG0000451	False	False	False	False	False	False	True	False
OG0000452	False	False	False	False	True	False	True	False
OG0000453	True	False	True	False	False	False	True	False
OG0000454	True	True	False	False	False	False	True	False
OG0000455	True	False	False	False	True	False	True	False
OG0000456	False	False	False	False	False	False	True	False
OG0000457	True	False	False	False	False	False	True	False
OG0000458	True	False	False	False	True	True	True	False
OG0000459	True	False	False	False	False	False	True	True
OG0000460	True	False	False	False	False	False	NA	False
OG0000461	True	False	False	False	False	False	True	False
OG0000462	False	False	True	False	True	False	True	False
OG0000463	False	False	True	False	False	True	True	False
OG0000464	True	False	False	False	False	False	True	False
OG0000465	False	False	True	False	False	False	True	False
OG0000466	False	False	False	True	True	False	True	True
OG0000467	False	True	False	False	False	False	True	True
OG0000468	True	False	False	False	False	False	True	True
OG0000469	False	False	False	False	False	False	True	True
OG0000470	True	True	False	False	False	False	True	True
OG0000471	False	False	True	True	False	False	True	True
OG0000472	False	False	False	False	False	False	True	False
OG0000473	False	False	False	False	False	False	True	False
OG0000474	False	False	False	False	False	False	True	False
OG0000475	True	False	False	False	False	False	True	False
OG0000476	True	False	False	False	True	False	True	True
OG0000477	True	False	False	True	True	True	True	True
OG0000478	True	False	True	False	False	False	True	True
OG0000479	True	False	True	False	False	False	True	False
OG0000480	True	False	False	False	False	False	True	False
OG0000481	False	False	False	False	True	False	True	False
OG0000482	False	True	False	False	False	False	True	True
OG0000483	False	False	False	False	False	False	True	False
OG0000484	True	True	False	False	False	False	True	False
OG0000485	False	False	False	False	False	False	True	False
OG0000486	True	False	False	False	False	False	NA	False
OG0000487	False	False	False	False	False	True	True	True
OG0000488	True	False	False	True	False	False	True	False
OG0000489	True	False	False	True	False	False	True	True
OG0000490	False	False	False	False	False	False	NA	False
OG0000491	False	False	False	False	False	False	NA	False
OG0000492	False	False	False	False	False	False	True	False
OG0000493	False	False	False	True	True	False	True	True
OG0000494	True	False	False	False	True	True	True	True
OG0000495	True	False	False	False	False	False	True	False
OG0000496	False	False	False	False	False	False	True	False
OG0000497	False	False	False	False	False	False	True	False
OG0000498	False	False	False	False	False	False	True	False
OG0000499	True	False	False	False	False	False	True	False
OG0000500	True	False	False	False	True	False	True	False
OG0000501	False	False	True	False	False	False	True	False
OG0000502	False	True	False	True	True	True	True	False
OG0000503	False	False	False	False	False	False	True	True
OG0000504	True	False	False	False	False	False	NA	False
OG0000505	True	False	True	False	True	False	True	True
OG0000506	False	False	False	False	False	False	NA	False
OG0000507	True	True	False	True	False	False	True	True
OG0000508	True	False	False	False	False	False	True	False
OG0000509	True	False	False	False	False	False	NA	False
OG0000510	True	False	False	False	False	False	True	True
OG0000511	False	False	False	False	False	False	True	True
OG0000512	False	False	False	True	False	False	True	False
OG0000513	True	False	False	False	True	True	True	False
OG0000514	True	False	False	False	True	False	True	True
OG0000515	True	False	False	False	True	True	True	False
OG0000516	False	False	False	True	True	False	True	True
OG0000517	False	False	False	False	True	True	True	False
OG0000518	False	False	False	False	False	False	True	True
OG0000519	False	False	False	False	False	False	True	False
OG0000520	True	False	False	False	False	False	True	False
OG0000521	True	False	True	False	True	False	True	True
OG0000522	False	False	False	False	False	False	True	False
OG0000523	False	False	False	False	False	False	NA	False
OG0000524	True	False	False	False	False	False	True	False
OG0000525	True	False	False	False	False	False	True	False
OG0000526	False	False	False	False	True	True	True	False
OG0000527	False	False	True	False	False	False	True	False
OG0000528	False	True	False	False	False	False	True	True
OG0000529	False	True	False	False	False	False	True	False
OG0000530	True	False	False	False	False	False	NA	False
OG0000531	False	False	False	False	False	False	True	False
OG0000532	False	False	False	False	False	False	True	True
OG0000533	False	False	False	False	False	False	True	False
OG0000534	False	False	False	False	False	False	True	False
OG0000535	False	False	True	False	False	False	True	True
OG0000536	False	False	False	True	False	False	True	True
OG0000537	True	False	False	False	True	False	True	False
OG0000538	False	False	False	False	False	False	True	False
OG0000539	False	False	False	False	False	False	True	False
OG0000540	False	False	False	False	False	False	NA	False
OG0000541	True	False	False	False	False	False	NA	False
OG0000542	False	False	False	False	False	False	True	True
OG0000543	False	True	True	False	False	False	True	False
OG0000544	True	False	False	True	False	False	True	False
OG0000545	False	False	False	True	False	False	True	False
OG0000546	True	False	False	False	False	True	True	False
OG0000547	False	False	False	False	False	False	True	True
OG0000548	True	False	True	False	False	False	True	True
OG0000549	False	False	False	False	False	False	True	True
OG0000550	True	False	False	False	False	False	NA	True
OG0000551	True	True	False	False	False	True	True	True
OG0000552	True	False	False	False	False	False	True	False
OG0000553	False	False	False	False	False	False	True	False
OG0000554	True	False	False	False	False	True	True	True
OG0000555	True	False	True	False	False	False	True	False
OG0000556	False	False	False	False	False	False	True	False
OG0000557	False	False	False	True	False	False	True	True
OG0000558	True	False	False	False	False	False	True	False
OG0000559	True	False	False	False	False	False	True	True
OG0000560	False	False	False	True	False	False	True	True
OG0000561	False	False	False	False	False	False	True	False
OG0000562	False	False	False	False	False	False	True	True
OG0000563	True	False	False	False	False	False	True	True
OG0000564	False	True	False	False	False	False	True	False
OG0000565	False	False	False	False	True	False	True	False
OG0000566	True	False	False	False	True	False	True	False
OG0000567	True	True	True	False	False	False	True	True
OG0000568	False	False	False	False	False	True	True	False
OG0000569	False	False	False	False	False	False	True	False
OG0000570	False	False	False	False	False	False	True	False
OG0000571	False	False	False	False	True	False	True	True
OG0000572	False	False	False	False	False	False	True	True
OG0000573	False	False	False	False	False	False	NA	False
OG0000574	True	False	False	False	False	False	True	False
OG0000575	False	False	False	False	False	False	NA	False
OG0000576	True	False	False	False	False	False	NA	False
OG0000577	False	False	False	False	False	False	True	False
OG0000578	False	False	False	False	False	False	True	False
OG0000579	False	True	False	False	False	False	True	True
OG0000580	True	False	True	False	False	False	True	True
OG0000581	False	False	False	False	False	False	True	False
OG0000582	False	True	False	False	False	True	True	True
OG0000583	False	False	False	False	False	False	True	False
OG0000584	False	False	False	True	False	False	True	False
OG0000585	False	False	False	False	False	False	True	False
OG0000586	True	False	False	False	True	False	True	False
OG0000587	False	True	False	False	False	False	True	False
OG0000588	False	False	False	False	True	True	True	True
OG0000589	False	True	False	False	False	False	True	False
OG0000590	False	False	False	False	False	False	True	False
OG0000591	False	False	False	False	False	True	True	True
OG0000592	True	False	False	False	False	False	True	False
OG0000593	True	False	False	False	False	False	True	False
OG0000594	False	False	False	False	False	False	True	False
OG0000595	True	False	False	False	False	True	True	True
OG0000596	False	False	False	False	True	True	True	False
OG0000597	False	False	True	False	True	False	True	True
OG0000598	True	False	False	False	False	False	True	False
OG0000599	False	False	True	False	False	False	True	True
OG0000600	False	False	False	False	False	False	True	False
OG0000601	True	False	True	False	False	False	True	False
OG0000602	False	True	False	False	False	False	True	False
OG0000603	False	False	True	False	False	False	True	True
OG0000604	False	True	False	False	False	False	True	True
OG0000605	False	True	False	False	True	False	True	False
OG0000606	True	False	True	False	True	False	True	True
OG0000607	True	False	False	False	False	False	True	True
OG0000608	False	False	False	False	False	False	True	True
OG0000609	False	False	True	False	False	False	True	False
OG0000610	False	False	False	False	False	False	NA	False
OG0000611	False	False	False	False	False	False	True	False
OG0000612	False	False	False	False	False	False	True	False
OG0000613	False	False	False	False	False	False	NA	False
OG0000614	False	False	False	False	False	True	True	True
OG0000615	False	False	False	False	False	False	True	True
OG0000616	False	False	False	False	False	False	True	False
OG0000617	True	False	False	False	False	False	True	False
OG0000618	False	False	False	False	False	False	True	False
OG0000619	False	True	False	False	False	True	True	False
OG0000620	False	False	False	False	False	False	NA	False
OG0000621	True	False	False	False	True	False	True	False
OG0000622	False	False	False	False	False	False	True	False
OG0000623	False	False	False	False	True	True	True	False
OG0000624	True	False	False	True	False	False	True	True
OG0000625	False	False	True	False	True	False	True	False
OG0000626	False	False	False	False	False	False	True	False
OG0000627	False	False	False	False	False	False	True	False
