Orthogroup,group,group_n,NMDS1,NMDS2,NMDS3,NMDS4,BGC,Resistance,CAZyme,Lipase,Peptidase,Signaling,Virulence
OG0000261,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.01507046278856657,0.5549343730126395,-0.002845583628652592,0.03687560880949639,1,0,0,0,0,1,0
OG0000266,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.07157731428949995,0.12627072426725194,0.4211136933396992,-0.15458779402641687,1,0,0,0,0,1,1
OG0000267,"AllOutgroup,Lower",3,-0.21175961010986227,0.048104425633038454,-0.21637838260821912,0.3841499720639859,1,0,1,1,0,1,0
OG0000277,"AllOutgroup,Higher,Leafcutter",7,-0.015067810827521018,0.5549335421438548,-0.0028456160698407044,0.036875534072400594,1,0,0,0,0,1,0
OG0000288,"AllOutgroup,Coral,Higher,Lower",6,0.8271361121206976,0.2771349198018603,-0.06683886331143665,0.03565283573304321,1,0,0,0,0,0,0
OG0000289,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.12244492545575755,0.43362781694366687,0.23622333458751676,0.33424206093916947,1,0,1,0,0,1,0
OG0000292,"AllOutgroup,Higher,Leafcutter,Lower",1,0.712685088908123,-0.147662899542197,0.03636305693276374,0.45356994650120847,1,1,0,0,0,0,0
OG0000296,"AllOutgroup,Lower",3,0.21974078058057675,-0.6022460912744324,0.0034833183759087685,0.09358905651225184,1,1,0,1,0,0,1
OG0000303,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.9031996265207608,0.6315791632853687,0.05287173835742763,0.019275558715326865,0,0,0,0,0,1,0
OG0000305,"AllOutgroup,Leafcutter,Lower",4,-0.1487984037204286,-0.8254008058953027,0.8686433055765105,-0.3071469899096698,0,0,0,0,0,0,1
OG0000312,"Coral,Higher,Leafcutter,Lower",11,0.4200474299475294,-0.2592717612325451,0.4582309709214764,-0.21350421663397995,1,0,0,0,0,0,1
OG0000316,"AllOutgroup,Coral,Higher,Lower",6,-0.015071359119305109,0.5549346538182269,-0.002845572616800398,0.03687563410161282,1,0,0,0,0,1,0
OG0000317,"AllOutgroup,Coral,Lower",2,-0.22241064784149187,-0.21106388864085027,0.10517560428829419,0.20426991269705921,1,0,1,1,0,1,1
OG0000318,"AllOutgroup,Coral,Higher,Lower",6,-0.15342281569408175,0.09080933409353456,0.413292530443976,-0.37112046899426127,1,0,1,0,1,1,1
OG0000319,"AllOutgroup,Higher,Leafcutter",7,-0.015072988012670943,0.5549351640987985,-0.0028455525460485305,0.03687568011453411,1,0,0,0,0,1,0
OG0000329,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271641189411254,0.27711103680695215,-0.06674718363655786,0.036019833184132405,1,0,0,0,0,0,0
OG0000335,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271503376275342,0.27712201072430664,-0.06679324485490513,0.03583909448690465,1,0,0,0,0,0,0
OG0000342,"AllOutgroup,Leafcutter,Lower",4,-0.7291364811100302,-0.05069298152145505,-0.49035935349097587,0.11035239747701282,0,0,0,1,0,1,0
OG0000345,"AllOutgroup,Lower",3,-0.015068713229153196,0.554933824878401,-0.0028456050542629324,0.03687555948800327,1,0,0,0,0,1,0
OG0000348,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.14895516742456197,-0.8413210937905352,-0.11359679151938944,-0.40614861550533654,0,1,0,1,1,0,1
OG0000350,"AllOutgroup,Coral,Leafcutter,Lower",10,-0.7387839409492455,-0.11371685936873963,-0.1762791027585527,0.39440734783246645,0,0,1,1,0,1,0
OG0000352,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14344653428515086,0.1161783911094124,-0.40653496928781907,0.1650101119627337,1,0,0,1,0,1,0
OG0000353,"AllOutgroup,Higher,Leafcutter",7,-0.9031996270359266,0.6315792231971626,0.05287170758644297,0.019275920603932194,0,0,0,0,0,1,0
OG0000354,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.4543615141814035,-0.13491088266398654,0.6999827442210579,0.9443480424806242,0,0,1,0,0,0,0
OG0000357,"AllOutgroup,Coral,Higher,Lower",6,0.4665718849139774,0.19384464847783928,-0.20788828285416303,-0.5690965069569458,1,0,0,0,1,0,0
OG0000359,"AllOutgroup,Higher,Leafcutter,Lower",1,0.4383328736472464,-0.45784786363926805,0.4072843657446936,0.1253518202853191,1,1,0,0,0,0,1
OG0000362,"AllOutgroup,Lower",3,0.4383328736472589,-0.4578478636392736,0.4072843657446802,0.12535182028530606,1,1,0,0,0,0,1
OG0000378,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.3660326133260944,-0.7690635019991872,-0.8854379693006443,0.20583712357979225,0,0,0,1,0,0,0
OG0000387,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271350523207492,0.2771359312475127,-0.06684219735683644,0.03563894197486392,1,0,0,0,0,0,0
OG0000388,"AllOutgroup,Higher,Leafcutter",7,-0.7705779483598251,0.35618672038544263,0.3487715126527267,0.4505830330110739,0,0,1,0,0,1,0
OG0000389,"AllOutgroup,Higher,Leafcutter",7,-0.7705719080424748,0.3561951125864358,0.3487791805720993,0.4505810154107443,0,0,1,0,0,1,0
OG0000391,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.622102355424579,-0.0767080348662845,0.6156584257499965,0.10752876179931332,0,0,1,0,0,1,1
OG0000395,"AllOutgroup,Higher,Leafcutter",7,0.29953634980486743,-0.8344738900993809,0.11885204890669528,0.9239724000486397,0,1,0,0,0,0,0
OG0000398,"AllOutgroup,Higher,Leafcutter",7,0.8271360402242808,0.27713498830567307,-0.06683908966745232,0.035651893353774534,1,0,0,0,0,0,0
OG0000401,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.5270074007857204,-0.10710932243127569,0.3117549830504337,-0.5759284127177802,0,0,0,0,1,1,1
OG0000402,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.7705730931517453,0.35619346682558173,0.34877767857958614,0.45058141012657354,0,0,1,0,0,1,0
OG0000407,"AllOutgroup,Higher,Leafcutter,Lower",1,0.20476685603426323,-0.1308798562057001,0.6680395369292583,0.14505902330797074,1,0,1,0,0,0,1
OG0000411,"AllOutgroup,Leafcutter,Lower",4,-0.7705718978691362,0.3561951267410347,0.3487791935491436,0.45058101198251577,0,0,1,0,0,1,0
OG0000415,"AllOutgroup,Higher,Lower",8,0.301832327782157,-0.24600634370980826,-0.55826245769087,0.12201456425923833,1,0,0,1,0,0,0
OG0000416,"AllOutgroup,Higher,Leafcutter,Lower",1,0.3062852002864522,0.2267693956378221,0.3539036837736449,0.6161161549653041,1,0,1,0,0,0,0
OG0000417,"AllOutgroup,Lower",3,-0.11701893903578404,0.012597332135486554,-0.3753954070705881,-1.2565209197960283,0,0,0,0,1,0,0
OG0000427,"AllOutgroup,Higher,Leafcutter,Lower",1,0.827141896698019,0.27712940775228473,-0.06682063269123246,0.03572870303314894,1,0,0,0,0,0,0
OG0000429,"AllOutgroup,Coral,Lower",2,-0.3676516465487071,-0.76676562424836,-0.8919507236956673,0.18710087749895074,0,0,0,1,0,0,0
OG0000430,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.015070366990468062,0.5549343430001421,-0.002845584804170072,0.036875606107277706,1,0,0,0,0,1,0
OG0000432,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.14880429050684596,-0.8253990159202891,0.8686592624603469,-0.3070792231462269,0,0,0,0,0,0,1
OG0000435,"AllOutgroup,Coral,Lower",2,-0.6220078329524945,-0.038846568849150546,-0.48807692339631,-0.32562159485398606,0,0,0,1,1,1,0
OG0000442,"Coral,Higher,Leafcutter,Lower",11,-0.1278710813123209,-0.9471685794219349,0.0307294015094879,0.17198359096088012,0,1,0,1,0,0,1
OG0000443,"AllOutgroup,Leafcutter,Lower",4,0.8271464771098698,0.2771252694308673,-0.06680591033373491,0.03578852746639536,1,0,0,0,0,0,0
OG0000444,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14344653428515092,0.11617839110941242,-0.40653496928781907,0.16501011196273374,1,0,0,1,0,1,0
OG0000447,"AllOutgroup,Higher,Lower",8,0.827153388562471,0.2771195678644854,-0.06678308282738352,0.03587909797596848,1,0,0,0,0,0,0
OG0000453,"AllOutgroup,Higher,Leafcutter",7,0.046665095076330584,0.315662013752241,-0.045056700487492773,0.44286089469976486,1,1,0,0,0,1,0
OG0000455,"AllOutgroup,Coral,Higher,Lower",6,0.30183232778215824,-0.24600634370980723,-0.5582624576908669,0.12201456425925,1,0,0,1,0,0,0
OG0000465,"AllOutgroup,Lower",3,0.7126850889081218,-0.14766289954218942,0.03636305693276383,0.4535699465012023,1,1,0,0,0,0,0
OG0000469,"AllOutgroup,Coral,Higher,Lower",6,-0.6283820984376071,-0.07151037785158827,0.5301579845373728,-0.23701943482559024,0,0,0,0,0,1,1
OG0000478,"Coral,Higher,Leafcutter,Lower",11,0.35709588387778296,-0.4537645520866716,0.17200493186136928,-0.4649469146496846,1,1,0,0,1,0,1
OG0000480,"AllOutgroup,Coral,Lower",2,0.827134927682155,0.27713604824035254,-0.06684259173237235,0.0356373126309168,1,0,0,0,0,0,0
OG0000484,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271691858086414,0.2771071380990204,-0.06673004948743116,0.03608642718282827,1,0,0,0,0,0,0
OG0000487,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.07834689069642488,0.048142396532983474,0.24416734846744853,-0.4402335763589619,1,0,0,0,1,1,1
OG0000488,"AllOutgroup,Higher,Lower",8,0.3062852311369926,0.22676936384112012,0.35390402396520365,0.6161159313466921,1,0,1,0,0,0,0
OG0000489,"AllOutgroup,Coral,Leafcutter,Lower",10,-0.14646189840037263,0.09731798094052117,0.48858876474306584,0.09603034045345102,1,0,1,0,0,1,1
OG0000493,"AllOutgroup,Lower",3,-0.5299963365217585,-0.7345387304759351,0.1573324694773784,0.22942497658544125,0,0,1,1,0,0,1
OG0000498,"AllOutgroup,Higher,Leafcutter",7,-0.11753575407313434,0.011732110385484551,-0.3802218350609182,-1.2553790273315697,0,0,0,0,1,0,0
OG0000509,Lower,12,-0.01507397012791173,0.5549354717494036,-0.0028455404072295267,0.03687570788530548,1,0,0,0,0,1,0
OG0000510,"AllOutgroup,Coral,Higher,Leafcutter",5,0.42004743123334864,-0.25927175884150117,0.4582309685102971,-0.21350421572783476,1,0,0,0,0,0,1
OG0000516,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.5299963365227969,-0.7345387304792736,0.15733246947798185,0.22942497657353747,0,0,1,1,0,0,1
OG0000518,"AllOutgroup,Higher,Leafcutter,Lower",1,0.4200474166115859,-0.2592717860313728,0.4582309959291311,-0.2135042260321112,1,0,0,0,0,0,1
OG0000521,"AllOutgroup,Higher,Leafcutter",7,-0.1362173434791567,-0.2876406337402106,0.04563483883581233,0.18513029730922778,1,1,0,1,0,1,1
OG0000533,"AllOutgroup,Coral,Leafcutter,Lower",10,-0.9031996075019199,0.6315785375149214,0.05287200448195293,0.01927166273152842,0,0,0,0,0,1,0
OG0000535,"AllOutgroup,Coral,Lower",2,0.08735936775432075,-0.9250185258154399,0.6209421000095312,0.19967531450388132,0,1,0,0,0,0,1
OG0000544,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.12244492538481049,0.43362781690601765,0.23622333449259275,0.33424206097275144,1,0,1,0,0,1,0
OG0000555,"AllOutgroup,Higher,Leafcutter,Lower",1,0.7126850889081211,-0.14766289954218675,0.03636305693276383,0.4535699465012001,1,1,0,0,0,0,0
OG0000570,"AllOutgroup,Higher,Leafcutter",7,-0.9031996216611964,0.6315791156003177,0.05287174480895819,0.019275232758116757,0,0,0,0,0,1,0
OG0000576,"AllOutgroup,Higher,Leafcutter,Lower",1,0.827135191036089,0.2771357982968614,-0.06684176172151803,0.035640761631260134,1,0,0,0,0,0,0
OG0000584,"AllOutgroup,Coral,Higher,Lower",6,-0.7705809340594278,0.3561825733316232,0.3487677260434025,0.45058402843252676,0,0,1,0,0,1,0
OG0000590,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.6352773703932666,0.38044214940986953,-0.14073825984558577,-0.6187653923891705,0,0,0,0,1,1,0
OG0000591,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.5270074007857218,-0.10710932243127756,0.311754983050432,-0.5759284127177797,0,0,0,0,1,1,1
OG0000594,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271485583803108,0.2771234424185277,-0.06679915748578437,0.03581575579159867,1,0,0,0,0,0,0
OG0000595,"AllOutgroup,Coral,Lower",2,-0.07834689069642488,0.04814239653298351,0.24416734846744853,-0.4402335763589619,1,0,0,0,1,1,1
OG0000597,"AllOutgroup,Coral,Lower",2,-0.12787108152372537,-0.9471685793738913,0.030729401480929897,0.17198359120663545,0,1,0,1,0,0,1
OG0000606,"AllOutgroup,Higher,Leafcutter,Lower",1,0.21974078058057675,-0.6022460912744324,0.0034833183759087685,0.09358905651225184,1,1,0,1,0,0,1
OG0000633,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.015073638268393646,0.5549353677946297,-0.002845544512150249,0.03687569849923785,1,0,0,0,0,1,0
OG0000637,"AllOutgroup,Coral,Leafcutter,Lower",10,0.30183232778215746,-0.24600634370980784,-0.5582624576908688,0.12201456425924335,1,0,0,1,0,0,0
OG0000639,"AllOutgroup,Coral,Higher,Lower",6,-0.015069746442059925,0.5549341485865867,-0.002845592412203253,0.03687558860768152,1,0,0,0,0,1,0
OG0000661,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271455474065125,0.2771261078646746,-0.06680890203964375,0.035776378341262474,1,0,0,0,0,0,0
OG0000673,"AllOutgroup,Coral,Higher,Lower",6,-0.6283820984376068,-0.07151037785158824,0.530157984537373,-0.2370194348255903,0,0,0,0,0,1,1
OG0000683,"AllOutgroup,Higher,Leafcutter",7,0.42004742420145746,-0.25927177191764517,0.4582309816965558,-0.21350422068336333,1,0,0,0,0,0,1
OG0000684,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.7291364809940403,-0.050692981743036644,-0.4903593516622173,0.1103524055540922,0,0,0,1,0,1,0
OG0000687,"AllOutgroup,Higher,Lower",8,0.46657188501633245,0.19384464826353143,-0.20788828331250134,-0.5690965066685548,1,0,0,0,1,0,0
OG0000692,"AllOutgroup,Lower",3,0.19946319929574424,-0.553475377499362,-0.07954485232054405,-0.11623220691188559,1,0,0,1,0,0,1
OG0000694,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.6221023114586992,-0.07670798344925701,0.6156584657342759,0.10752874550475258,0,0,1,0,0,1,1
OG0000701,"AllOutgroup,Lower",3,-0.29275956124450137,-0.45725439191363504,-0.726224373814761,-0.5912009002458366,0,0,0,1,1,0,0
OG0000722,"AllOutgroup,Coral,Lower",2,-0.9031996265885506,0.6315791556743395,0.052871742806693496,0.019275513877732686,0,0,0,0,0,1,0
OG0000724,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.19152049155955375,-0.19818445041575375,-0.07354817271443943,-0.30484571691321344,1,0,0,1,1,1,1
OG0000730,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.903199624197958,0.6315791265020657,0.052871749114721624,0.019275319430236977,0,0,0,0,0,1,0
OG0000734,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.7291364810336487,-0.05069298166736446,-0.49035935228673483,0.11035240279580238,0,0,0,1,0,1,0
OG0000745,"AllOutgroup,Higher,Lower",8,0.2175848919915226,-0.20027146038183608,-0.5583076723127213,-0.2955198720517773,1,0,0,1,1,0,0
OG0000771,"AllOutgroup,Lower",3,-0.1896057480290145,-0.22266865154061724,-0.04970604224123347,0.009313216009948251,1,0,0,1,0,1,1
OG0000774,"AllOutgroup,Coral,Lower",2,0.0873588407329474,-0.9250178318856472,0.6209426456299121,0.19967629732054654,0,1,0,0,0,0,1
OG0000784,"AllOutgroup,Coral,Higher,Lower",6,-0.30844633073440236,-0.9167108422204115,-0.032432846427420385,-0.10658538472872904,0,0,0,1,0,0,1
OG0000817,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.9031996052664774,0.6315785238155274,0.052872002932459215,0.01927156194000226,0,0,0,0,0,1,0
OG0000827,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271712117911394,0.2771055812405298,-0.06672318759946333,0.036113068016327306,1,0,0,0,0,0,0
OG0000867,"AllOutgroup,Coral,Higher,Lower",6,-0.36592896876568454,-0.7693604396850688,-0.8845342047377351,0.20829243681593165,0,0,0,1,0,0,0
OG0000880,"AllOutgroup,Coral,Higher,Leafcutter",5,0.21758489199152276,-0.2002714603818358,-0.5583076723127214,-0.2955198720517773,1,0,0,1,1,0,0
OG0000884,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271651869554953,0.2771102139368634,-0.0667435758261642,0.036033867408175865,1,0,0,0,0,0,0
OG0000885,"AllOutgroup,Higher,Leafcutter",7,0.42004742031299447,-0.25927177914842847,0.45823098898822784,-0.2135042234236483,1,0,0,0,0,0,1
OG0000889,"AllOutgroup,Coral,Leafcutter,Lower",10,0.19030742868344083,-0.5911102201193276,-0.12202135202495014,-0.3105555098028226,1,1,0,1,1,0,1
OG0000899,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14883275872089863,-0.8253867916575583,0.8687336773397575,-0.306776255476996,0,0,0,0,0,0,1
OG0000918,"AllOutgroup,Coral,Higher,Lower",6,-0.14892295725008875,-0.8253364745252671,0.8689468135118936,-0.3059517265208968,0,0,0,0,0,0,1
OG0000957,"AllOutgroup,Lower",3,0.3018323277821572,-0.2460063437098082,-0.5582624576908698,0.12201456425923943,1,0,0,1,0,0,0
OG0000962,"AllOutgroup,Coral,Lower",2,-0.14884581785450043,-0.8253825627394196,0.8687683715861916,-0.3066293867698235,0,0,0,0,0,0,1
OG0001043,"AllOutgroup,Higher,Leafcutter",7,0.8271658865360947,0.2771096760691955,-0.06674121050945024,0.036043058919442844,1,0,0,0,0,0,0
OG0001055,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271376080875988,0.2771334938994253,-0.06683415275624774,0.035672448152747664,1,0,0,0,0,0,0
OG0001256,"AllOutgroup,Coral,Higher,Lower",6,0.7126850889081463,-0.14766289954233805,0.03636305693276219,0.45356994650132315,1,1,0,0,0,0,0
OG0001285,"AllOutgroup,Higher,Leafcutter,Lower",1,0.283535628346198,-0.20872754788973186,0.24699924874695628,-0.5580748144555858,1,0,0,0,1,0,1
OG0001291,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14876360766344737,-0.825389540919959,0.8685103031951915,-0.3077753395346206,0,0,0,0,0,0,1
OG0001303,"AllOutgroup,Higher,Leafcutter",7,-0.15181009122433717,0.11013378917875428,-0.424155451112251,-0.20025703006839557,1,0,0,1,1,1,0
OG0001310,"AllOutgroup,Higher,Leafcutter,Lower",1,0.08735873124511627,-0.9250176877218834,0.6209427589818408,0.1996765015001461,0,1,0,0,0,0,1
OG0001377,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.44797049447318243,-0.14369101642740717,0.713680319825073,0.9374131209181346,0,0,1,0,0,0,0
OG0001395,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.12244492581633039,0.43362781713495524,0.236223335069736,0.3342420607686357,1,0,1,0,0,1,0
OG0001408,"AllOutgroup,Higher,Leafcutter,Lower",1,0.08735827982457221,-0.9250170933259048,0.6209432263364573,0.1996773433438352,0,1,0,0,0,0,1
OG0001428,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.7291364810971991,-0.05069298154595961,-0.49035935328871094,0.11035239837037453,0,0,0,1,0,1,0
OG0001478,"AllOutgroup,Higher,Leafcutter",7,-0.22109913669798026,-0.198832149411692,-0.0326973705853832,-0.2750289290553177,1,0,1,1,1,1,1
OG0001868,"AllOutgroup,Coral,Higher,Leafcutter",5,0.19946319929574405,-0.5534753774993624,-0.0795448523205441,-0.11623220691188563,1,0,0,1,0,0,1
OG0001924,"AllOutgroup,Coral,Leafcutter,Lower",10,0.8271660932786385,0.27710951654226945,-0.06674051209095182,0.03604577693812501,1,0,0,0,0,0,0
OG0001963,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271730972195516,0.27710413188313443,-0.06671679813008292,0.03613787223051927,1,0,0,0,0,0,0
OG0001982,"AllOutgroup,Higher,Leafcutter,Lower",1,0.3018323277821574,-0.246006343709808,-0.5582624576908692,0.12201456425924094,1,0,0,1,0,0,0
OG0002005,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.7705830412035931,0.3561796479625898,0.3487650579835695,0.4505847288266168,0,0,1,0,0,1,0
OG0002044,"AllOutgroup,Coral,Higher,Lower",6,0.46657188500771,0.19384464828158485,-0.20788828327389067,-0.5690965066928491,1,0,0,0,1,0,0
OG0002121,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.903199626395035,0.6315791481168728,0.052871746167119586,0.01927546713264083,0,0,0,0,0,1,0
OG0002136,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.3661309411049696,-0.7688092841582179,-0.8861790664748596,0.2038142954132612,0,0,0,1,0,0,0
OG0002259,"AllOutgroup,Coral,Higher,Leafcutter",5,0.1107859377611895,-0.44773864265268015,-0.14201383525430042,-0.40392137058570976,1,0,0,1,1,0,1
OG0002262,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.903199622748355,0.6315791850263693,0.05287171113848651,0.019275656292173787,0,0,0,0,0,1,0
OG0002363,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.628382098437607,-0.07151037785158823,0.530157984537373,-0.2370194348255902,0,0,0,0,0,1,1
OG0002387,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.9031996040305814,0.6315780502934341,0.05287225765612319,0.01926872612598935,0,0,0,0,0,1,0
OG0002515,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271612602007916,0.27711329878591606,-0.06675677329606008,0.03598232810110852,1,0,0,0,0,0,0
OG0002571,"AllOutgroup,Coral,Leafcutter,Lower",10,-0.635277367152673,0.38044215326951253,-0.14073825966826972,-0.6187653922352074,0,0,0,0,1,1,0
OG0002572,"AllOutgroup,Higher,Leafcutter",7,-0.22109913669798026,-0.198832149411692,-0.03269737058538325,-0.2750289290553177,1,0,1,1,1,1,1
OG0002989,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.14892456743873303,-0.8253355179990521,0.8689502160921647,-0.3059388746209496,0,0,0,0,0,0,1
OG0003012,"AllOutgroup,Coral,Higher,Leafcutter",5,0.21758489199152262,-0.20027146038183602,-0.5583076723127213,-0.2955198720517773,1,0,0,1,1,0,0
OG0003020,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.015073380441539887,0.5549352870296643,-0.0028455476990923486,0.036875691208659495,1,0,0,0,0,1,0
OG0003051,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14887055617149672,-0.8253729137362531,0.868833251881706,-0.30636057573256,0,0,0,0,0,0,1
OG0003055,"AllOutgroup,Coral,Higher,Leafcutter",5,0.0873584525753923,-0.925017320792436,0.620943047487068,0.19967702118316757,0,1,0,0,0,0,1
OG0003139,"AllOutgroup,Coral,Leafcutter,Lower",10,0.8271352266419353,0.2771357634446773,-0.06684165077133712,0.03564123036648539,1,0,0,0,0,0,0
OG0003178,"AllOutgroup,Coral,Higher,Lower",6,-0.14877646374957568,-0.8253924670131861,0.8685599479609128,-0.3075472964009639,0,0,0,0,0,0,1
OG0003285,"AllOutgroup,Coral,Higher,Leafcutter",5,0.8271356756475559,0.27713533568978654,-0.06684023738332935,0.03564711485155774,1,0,0,0,0,0,0
OG0003548,"AllOutgroup,Coral,Higher,Lower",6,-0.3084462948732214,-0.9167108402671001,-0.032432882997065066,-0.10658549716278096,0,0,0,1,0,0,1
OG0003549,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.3665080166221235,-0.7680909186590371,-0.8881434548564795,0.1983771591349264,0,0,0,1,0,0,0
OG0003568,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.7705722393363085,0.35619465250509463,0.3487787606522281,0.4505811257741122,0,0,1,0,0,1,0
OG0004087,"AllOutgroup,Coral,Higher,Leafcutter",5,0.4200473979822867,-0.2592718206734061,0.45823103086285627,-0.21350423916057618,1,0,0,0,0,0,1
OG0004116,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.14344653428515053,0.11617839110941248,-0.40653496928781885,0.1650101119627337,1,0,0,1,0,1,0
OG0004122,"AllOutgroup,Coral,Higher,Leafcutter",5,0.3018323277821582,-0.24600634370980717,-0.5582624576908669,0.12201456425925046,1,0,0,1,0,0,0
OG0004124,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.7705719127666493,0.3561951060449662,0.34877917464371844,0.45058101695610453,0,0,1,0,0,1,0
OG0004129,"AllOutgroup,Higher,Leafcutter,Lower",1,0.712685088908121,-0.14766289954218537,0.03636305693276386,0.453569946501199,1,1,0,0,0,0,0
OG0004150,"AllOutgroup,Coral,Higher,Lower",6,-0.14875980902540695,-0.8253917318070182,0.8684989505703968,-0.3078171278785822,0,0,0,0,0,0,1
OG0004152,"AllOutgroup,Higher,Leafcutter,Lower",1,0.8271615131703971,0.27711309774515674,-0.06675592608345432,0.0359856470693953,1,0,0,0,0,0,0
OG0004157,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.5347870293355941,-0.19217734221519125,-0.34590254720214886,0.4919122852217122,0,1,0,1,0,1,0
OG0004159,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.9031996213889971,0.6315789345890773,0.05287184298675628,0.019274150349883522,0,0,0,0,0,1,0
OG0004197,"AllOutgroup,Coral,Leafcutter,Lower",10,-0.36578678011355725,-0.7700851691472438,-0.8821129003136473,0.21474340460794383,0,0,0,1,0,0,0
OG0004212,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.015073513595601948,0.5549353287406319,-0.002845546053449181,0.03687569497369238,1,0,0,0,0,1,0
OG0004218,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.4155613287822362,-0.4795030334162778,0.8750472556782924,0.25819101598441135,0,0,1,0,0,0,1
OG0004243,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.015073597445581908,0.5549353550068232,-0.002845545016882716,0.03687569734479764,1,0,0,0,0,1,0
OG0004244,"AllOutgroup,Leafcutter,Lower",4,0.2271412493196897,0.3086724986016535,0.20622268248631317,-0.6177419431380723,1,0,1,0,1,0,0
OG0004247,"AllOutgroup,Higher,Leafcutter,Lower",1,0.42004740262282614,-0.2592718120441157,0.4582310221609084,-0.21350423589028997,1,0,0,0,0,0,1
OG0004256,"AllOutgroup,Higher,Leafcutter,Lower",1,0.20476685602536301,-0.1308798562026678,0.6680395369245578,0.14505902334823004,1,0,1,0,0,0,1
OG0004296,"AllOutgroup,Higher,Leafcutter,Lower",1,-0.11755065669673723,0.011688035055845387,-0.3813358997292287,-1.2550757454230597,0,0,0,0,1,0,0
OG0004308,"AllOutgroup,Coral,Higher,Leafcutter",5,-0.9031996269824338,0.6315791984447002,0.05287172094542297,0.019275772448129284,0,0,0,0,0,1,0
